Asin,UserName,Rating,Subject,ReviewDate,Review
8129137429,Raj,5.0 out of 5 stars,"







  
  
    excellent
  
",Reviewed in India on 12 October 2015,"









  
  
    
  Good book.. Facts are described properly.great delivery by Amazon with free shipping.

  
"
8129137429,JOSEKUTTY,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 26 October 2015,"









  
  
    
  simple paper but beautiful

  
"
8129137429,Sugandhan,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 26 October 2015,"









  
  
    
  Good one

  
"
8129137429,Iri,1.0 out of 5 stars,"







  
  
    Don't buy
  
",Reviewed in India on 22 August 2015,"









  
  
    
  Not good

  
"
8129137429,sneh,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 20 November 2015,"









  
  
    
  Waste of money

  
"
8129137429,Suroj Halder,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 23 March 2017,"









  
  
    
  just awesome

  
"
8129137429,shiva kumar kella,3.0 out of 5 stars,"







  
  
    Good To Read , Not That Much Interesting..... Ok, oK
  
",Reviewed in India on 20 August 2015,"









  
  
    
  Good To Read All The Essays, But Who Gonna implement All Thoughts of Chetans's , No Body...

  
"
8129137429,rajesh,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 21 October 2015,"









  
  
    
  Nice ..

  
"
8129137429,justchill,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 23 October 2015,"









  
  
    
  Good one. Different approach from the author

  
"
8129137429,chandresh jindal,5.0 out of 5 stars,"







  
  
    chetan bhagat
  
",Reviewed in India on 13 September 2015,"









  
  
    
  A beautiful book

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Great essay and articles written by Chetan bhagat
  
",Reviewed in India on 8 March 2017,"









  
  
    
  Great essay and articles written by Chetan bhagat. Good is good and arrived to me in good shape too. Pages were filthy and seems old, otherwise its good to get this book within 100 bucks.

  
"
8129137429,Shashidhar varakala,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 22 March 2017,"









  
  
    
  Book os really osssssum

  
"
8129137429,Tikeshwar patel,4.0 out of 5 stars,"







  
  
    A great book representing real problems of India and Indians
  
",Reviewed in India on 18 September 2015,"









  
  
    
  A great book representing real problems of India and Indians. Ie political affairs, religion, mentality. If the problems are matching, the solutions will also work.

  
"
8129137429,Nikhilkumar tushar patel,1.0 out of 5 stars,"







  
  
    Don't do any mistake
  
",Reviewed in India on 15 May 2017,"









  
  
    
  Don't buy by mistake also guys it will be ur big mistake it's of great condition that it will not work also ALL THE BEST THOUS WHO ARE BUYING THIS

  
"
8129137429,ashutosh,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 10 September 2015,"









  
  
    
  useless book..

  
"
8129137429,sumouli ghosh,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 7 April 2016,"









  
  
    
  Its too mch politically biased.....jst cant handle so mch of these......

  
"
8129137429,Swayamprakash,1.0 out of 5 stars,"







  
  
    courier service is very bad
  
",Reviewed in India on 12 April 2016,"









  
  
    
  Book nice but amazon courier service very bad.

  
"
8129137429,darshan,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 24 October 2015,"









  
  
    
  Nice

  
"
8129137429,Naveen,5.0 out of 5 stars,"







  
  
    very good
  
",Reviewed in India on 23 November 2016,"









  
  
    
  very good

  
"
8129137429,kirankumar,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 15 September 2017,"









  
  
    
  A good book for finding simple solutions for problems in india..i love it

  
"
8129137429,subramanya,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 8 September 2015,"









  
  
    
  Plllllllllzzzzz don't even imagine to buy this.....holy s***

  
"
8129137429,Suchandra Kundu,5.0 out of 5 stars,"







  
  
    Very very very awesome.
  
",Reviewed in India on 24 October 2015,"









  
  
    
  Very Good packaging. I just love it. Thank you verrrrrrrrrrrrry much for all and please please please please keep it up please... :-)

  
"
8129137429,Rajkumar G,4.0 out of 5 stars,"







  
  
    OK
  
",Reviewed in India on 23 October 2015,"









  
  
    
  Read without great expectations.

  
"
8129137429,ISHAN 💎,5.0 out of 5 stars,"







  
  
    Superb 🙌
  
",Reviewed in India on 19 May 2018,"









  
  
    
  It's as awesome as I even didn't imagined. Close your eyes and go for it. Completely worth buying. Excellent Merchandise. I'm loving it ❣️

  
"
8129137429,@nandu,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 28 August 2015,"









  
  
    
  I learnt that i should not pre order books without reading the reviews........

  
"
8129137429,Saisivakumar,5.0 out of 5 stars,"







  
  
    This book contains lots of info like analyzing the topic
  
",Reviewed in India on 7 October 2015,"









  
  
    
  This book contains lots of info like analyzing the topic. It will change your way of thinking. Superb. Thanx once again to Mr Bhagat.

  
"
8129137429,Anil,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 12 September 2015,"









  
  
    
  Thanks

  
"
8129137429,satyajit mondal,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 8 March 2017,"









  
  
    
  lovely books

  
"
8129137429,Ranveer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 13 October 2015,"









  
  
    
  nice quality of pages

  
"
8129137429,Raj kumar tiwari,4.0 out of 5 stars,"







  
  
    fadu
  
",Reviewed in India on 22 October 2015,"









  
  
    
  Fadduu bookk hai bhaii

  
"
8129137429,Sandeep Ghosh,5.0 out of 5 stars,"







  
  
    Making India Awesum
  
",Reviewed in India on 11 October 2015,"









  
  
    
  The book is awesum as it depicts the real scenario of political n Social situations of our country. Every1 must go for the book.

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 23 October 2015,"









  
  
    
  Gud read

  
"
8129137429,Neelkumar Naranbhai Patel,5.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 20 August 2015,"









  
  
    
  Such a good

  
"
8129137429,Wahid K.,5.0 out of 5 stars,"







  
  
    Every one who wanted change have to read this.
  
",Reviewed in India on 15 January 2016,"









  
  
    
  Chetan Bhagat is my favourite writer. One of the best thing in his writing every article of problem he came up with a solution.

  
"
8129137429,Nishtha,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 3 May 2017,"









  
  
    
  The youths need to read it

  
"
8129137429,Nikhil Niraj,5.0 out of 5 stars,"







  
  
    Awesome Book...
  
",Reviewed in India on 5 September 2015,"









  
  
    
  Go for It...!!THAT'S what I can Say...!!

  
"
8129137429,VIVEK RANJAN,5.0 out of 5 stars,"







  
  
    Best book to understand the current day scenario of India
  
",Reviewed in India on 9 June 2017,"









  
  
    
  Best book to understand the current day scenario of India. Got it at a deal price of 39. Thank you Amazon.

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 26 October 2015,"









  
  
    
  Some very good thoughts for young generation

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    Worthless.
  
",Reviewed in India on 17 February 2016,"









  
  
    
  Only advertisement of BJP .

  
"
8129137429,Sabyasachi De,5.0 out of 5 stars,"







  
  
    ITS NOT A STORY BUT FACTS BASED OPINION BY CHETAN BHAGAT
  
",Reviewed in India on 27 January 2017,"









  
  
    
  LOTS OF FACTS DISCUSSED BY CHETAN BHAGAT...NICE...

  
"
8129137429,Souvik Sarkar,5.0 out of 5 stars,"







  
  
    Chetan is the man. He knows what the nation's ...
  
",Reviewed in India on 3 October 2015,"









  
  
    
  Chetan is the man. He knows what the nation's youth is thinking. A must read for anyone sane, young and Indian

  
"
8129137429,Pritam Bhoyar,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 24 October 2015,"









  
  
    
  Overall satisfied.

  
"
8129137429,Srikanth Polakanti,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 10 April 2016,"









  
  
    
  the best book ..about MY INDIA

  
"
8129137429,pranav,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 13 September 2015,"









  
  
    
  good book for developing India into a modern country

  
"
8129137429,Himanshu,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 22 August 2015,"









  
  
    
  Bad

  
"
8129137429,Sourish Adhikary,5.0 out of 5 stars,"







  
  
    Must read
  
",Reviewed in India on 24 October 2015,"









  
  
    
  Awesome book.

  
"
8129137429,Dharmendra G.,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 13 October 2015,"









  
  
    
  Tells the 3/4 condition of india

  
"
8129137429,Rajkumar,4.0 out of 5 stars,"







  
  
    Watch this video and decide!!
  
",Reviewed in India on 15 April 2016,"









  
  
    
  Good book.See the video review here.[...]Good explanation.

  
"
8129137429,NANDINI ROY,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 13 March 2016,"









  
  
    
  Good book

  
"
8129137429,amit kumar,4.0 out of 5 stars,"







  
  
    Thanku amazon for providing me this nice book in my affordable price
  
",Reviewed in India on 8 October 2015,"









  
  
    
  Thanku amazon for providing me  this nice book in my affordable price...

  
"
8129137429,ashok,5.0 out of 5 stars,"







  
  
    ... has exactly conveyed what each one must do for better
  
",Reviewed in India on 14 September 2015,"









  
  
    
  author has exactly conveyed what each one must do for better nation

  
"
8129137429,Karunakaran M,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 5 October 2015,"









  
  
    
  Amazing book @ amazon offer for 38 is AWESOME.. sure will make India read.

  
"
8129137429,Vijay doiphode,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 5 June 2016,"









  
  
    
  Nice

  
"
8129137429,bharath chandra,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 24 October 2015,"









  
  
    
  content is very good but paper quality is very poor

  
"
8129137429,BHATERIYA DEVANG,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 12 October 2015,"









  
  
    
  awesome

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    if you want to read then just order it.
  
",Reviewed in India on 14 October 2015,"









  
  
    
  No comments about the book.And amazon service in as expected.(good)

  
"
8129137429,Kshitij Bapna,5.0 out of 5 stars,"







  
  
    Very nice book just got it for rs
  
",Reviewed in India on 18 November 2015,"









  
  
    
  Very nice bookgot it for just rs. 35

  
"
8129137429,prabhu charan,5.0 out of 5 stars,"







  
  
    thanks firstly i got for a chepear
  
",Reviewed in India on 12 September 2015,"









  
  
    
  thanks  firstly i got for a chepear price

  
"
8129137429,Addibang,4.0 out of 5 stars,"







  
  
    keep it up chetan bhagat
  
",Reviewed in India on 23 October 2015,"









  
  
    
  Good book...black n white

  
"
8129137429,K Manoj Kumar,3.0 out of 5 stars,"







  
  
    Not reached expectations
  
",Reviewed in India on 20 August 2015,"









  
  
    
  Its has great essays! But not so inspiring or beatable

  
"
8129137429,Jitesh Narshana,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 17 November 2015,"









  
  
    
  Excellent book

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 18 July 2016,"









  
  
    
  Amazing experience. Every Indian and especially our politicians and policy makers must read this.

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 21 April 2017,"









  
  
    
  Not bad. Could have been much better. Some articles are really nice though

  
"
8129137429,Daipayan Biswas,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 15 May 2016,"









  
  
    
  Delivered within 2 days..Awsm

  
"
8129137429,masayoshi Tamura,4.0 out of 5 stars,"







  
  
    I'm learning India
  
",Reviewed in India on 7 September 2015,"









  
  
    
  I'm a Japanese learning India.I respect the author, as he shares several aspects of India with his observations and opinions.I appreciate it.I don't agree with all of the observations and opinions, but they are very good start points for discussions.I would like to work for India understanding those opinions.A complaint.The author assumes only Indians read this book. hahaha

  
"
8129137429,Shahswati,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 14 September 2015,"









  
  
    
  smooth experience... no difficulties at all

  
"
8129137429,NILOY BISWAS,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 21 October 2015,"









  
  
    
  Good one

  
"
8129137429,Vishal,3.0 out of 5 stars,"







  
  
    Nice Book..
  
",Reviewed in India on 6 September 2015,"









  
  
    
  Nice View of Chetan Bhagat..

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 24 October 2015,"









  
  
    
  Good book, delivery is quick

  
"
8129137429,Awinash  Kumar Mishra,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 26 May 2016,"









  
  
    
  its very good book

  
"
8129137429,Abhishek vyas,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 27 September 2015,"









  
  
    
  Great thoughts

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 26 October 2015,"









  
  
    
  good book

  
"
8129137429,Neeharika Gowlikar,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 26 August 2015,"









  
  
    
  Dissapointed!

  
"
8129137429,Puneet,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 19 November 2015,"









  
  
    
  Bakwas writer

  
"
8129137429,MD SAMIM,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 6 September 2015,"









  
  
    
  Good

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 4 November 2015,"









  
  
    
  Nothing to say

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 26 October 2015,"









  
  
    
  Wah

  
"
8129137429,Subramanyam K.V.,4.0 out of 5 stars,"







  
  
    An Awesome attempt
  
",Reviewed in India on 27 September 2015,"









  
  
    
  After reading every essay, I would pause, I would put my kindle away and think.  Each of the essays is powerful and would make any serious reader sit and think about the problem.  To me that is an achievement for the author.  You cannot,  in fact,  need not give solutions to all the problems.  If you can make people think seriously about the problem you have won half of the battle.  Once the problem and a need for a solution is acknowledged, the quest for the solutions would begin.  Once the young men and women of the country start thinking for the solutions there would be debates and discussions and solutions will start coming in.As I said in one of my previous reviews, I am happy that some one like Chetan Bhagat is speaking  about issues of this sort.  People will read authors like him, once they read they too would start thinking about these issues and then the probability that these will be resolved goes up.Do read the book. It would definitely make you think about the problems of the nation.

  
"
8129137429,sunil m,5.0 out of 5 stars,"







  
  
    Awesome.
  
",Reviewed in India on 28 September 2015,"









  
  
    
  Another of Chetan's books which touches the heart.Awesomely explains India its current beauty & drawbacks.An analytic view of India in its present state whether it be  its , people ,politics,religious ferver ,poverty,literacy ,& ecomomy.What makes the book awesome is the way it clearly explains in simple language the most complex problems facing India today & gives you practical solutions on how you can do your part to solve them.Chetan says to all Indians,""Let us join hands ,& together let us take this great nation to where it truly deserves to be.....""Get the book...its a sequal to his 2012 book ""What young India wants "".

  
"
8129137429,Mani Murugesan,5.0 out of 5 stars,"







  
  
    A must for youngsters
  
",Reviewed in India on 24 August 2015,"









  
  
    
  I have not read any of Chetan Bhagat's novels, but have read his earlier non-fiction book.I have also seen him on Television debates, talking sense.I find this guy 'clear-headed', worth a read mainly for youngsters.

  
"
8129137429,L.T.Venkatram,4.0 out of 5 stars,"







  
  
    Non fiction writing on contemporary Indian issues
  
",Reviewed in India on 13 September 2015,"









  
  
    
  Cheetan Bhagat's non fiction book dwelles  on contemporary issues. The reader is made aware of social, cultural and political biases found in the Indian psyche. The book can be called success if it could make a few people think on the possible positive alternatives to the present day problems.on the whole it makes an interesting reading

  
"
8129137429,Arun Subash Manickam,4.0 out of 5 stars,"







  
  
    It's a good read on what plagues our society/nation
  
",Reviewed in India on 29 August 2015,"









  
  
    
  It's a good read on what plagues our society/nation. What is dwelled is not new to us but writing it to a wider audience takes some guts and that's what Chetan has done

  
"
8129137429,Deepanshu Tuteja,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 12 September 2015,"









  
  
    
  paper quality is so bad. i think that this non fiction book is waste of time and money.

  
"
8129137429,Sukant,1.0 out of 5 stars,"







  
  
    Duplicate product
  
",Reviewed in India on 26 August 2015,"









  
  
    
  Duplicate product. Pages are missing. and even repeated

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    I like it
  
",Reviewed in India on 1 November 2015,"









  
  
    
  well it was not so bad. i got it for quite a low price and i think its worth that price

  
"
8129137429,Amit,1.0 out of 5 stars,"







  
  
    boring book unless you are a die hard chetan's fan
  
",Reviewed in India on 11 October 2015,"









  
  
    
  boring book unless you are a die hard chetan's fan. the book will catch your grip only for first few pages. then it will be monotonous. got it for 38/- so cant complain :P

  
"
8129137429,ROHAN,4.0 out of 5 stars,"







  
  
    good book
  
",Reviewed in India on 25 August 2015,"









  
  
    
  Good book for young Indian

  
"
8129137429,Santhosh,4.0 out of 5 stars,"







  
  
    Nice reading this
  
",Reviewed in India on 24 August 2015,"









  
  
    
  You've depicted the present scenario of India. Nice reading this:-) <3 making India awesome!!!

  
"
8129137429,Yash Parikh,4.0 out of 5 stars,"







  
  
    Good One!
  
",Reviewed in India on 22 August 2015,"









  
  
    
  Good Read! Compilation of all columns of CB.

  
"
8129137429,K.N.Mankad,3.0 out of 5 stars,"







  
  
    very good. Could have been excellent
  
",Reviewed in India on 24 September 2015,"









  
  
    
  Let me confess. I am a CB fan since 'Five point something ' days and enjoyed each of his work. 'Making India Awesome ' makes a very good start. In fact almost first half is excellent. But later on, he relies on his previous speeches and articles and those great a distinct disconnect. But overall a good read ...rather a must reader for all young and not so young populace of India.

  
"
8129137429,Arijit,5.0 out of 5 stars,"







  
  
    CB rocks again
  
",Reviewed in India on 29 August 2015,"









  
  
    
  Awesome writing & views

  
"
8129137429,Sudipta Dutta,5.0 out of 5 stars,"







  
  
    Thanks Amazon... pls those who hate this app and company pls Love
  
",Reviewed in India on 14 September 2015,"









  
  
    
  Very good product to buy... Inspirational book... Good packaging nd delivered goods before the given delivery date... I m vry mch happy...

  
"
8129137429,kalyan,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 24 August 2015,"









  
  
    
  This is not good book.

  
"
8129137429,rajat,1.0 out of 5 stars,"







  
  
    please buy and suffer
  
",Reviewed in India on 23 August 2015,"









  
  
    
  s***

  
"
8129137429,Mandip +918283870384,2.0 out of 5 stars,"







  
  
    Most helpful review
  
",Reviewed in India on 27 August 2015,"









  
  
    
  Book story like maha Bhart so when u reading this you feeling very boring nd tried so frndzz i suggest you dn't waste the time on compare of this book on other chetan bhagat as a good writer but on the this book are totally different....

  
"
8129137429,Rohith Rajeev Pillai,3.0 out of 5 stars,"







  
  
    Bummer!!
  
",Reviewed in India on 22 August 2015,"









  
  
    
  Just an essay book which is easily available in the street market for 10 to 50 bucks. Expected much as he is an elite writer. But this book is no better than a high school level English essay.

  
"
8129137429,I bought it right now,5.0 out of 5 stars,"







  
  
    Get it now..!!
  
",Reviewed in India on 26 August 2015,"









  
  
    
  Love you Mr. Chetan Bhagat. You are too good sir..  Delivery time was really appreciable..!!

  
"
8129137429,Lalit,1.0 out of 5 stars,"







  
  
    Highly Disappointed.
  
",Reviewed in India on 21 August 2015,"









  
  
    
  I have just bought a s*** book.

  
"
8129137429,rahul lehria,5.0 out of 5 stars,"







  
  
    Nothing wrong with d book. Those who are criticising ...
  
",Reviewed in India on 14 September 2015,"









  
  
    
  Nothing wrong with d book.  Those who are criticising have biased ideology as they dnt wnt to listen or read nythng against govt. The author has genuinely put forward d actual situation just to remind govt f pre poll promises nd on d othr hand he has tried to aware d public abt values, their contribution etc.

  
"
8129137429,Katik Aggarwal,4.0 out of 5 stars,"







  
  
    it shows how angry Chetan Bhagat is right now very well.
  
",Reviewed in India on 26 August 2015,"









  
  
    
  Nice book especially bcz of the unbiased way it describes the present situation of India.Well, chetan sir we know how angry you are and we are with you.

  
"
8129137429,Prayas Agarwal,3.0 out of 5 stars,"







  
  
    important
  
",Reviewed in India on 27 August 2015,"









  
  
    
  Please give also with the book

  
"
8129137429,Sagar chavadi,2.0 out of 5 stars,"







  
  
    Not worth to buy it
  
",Reviewed in India on 20 August 2015,"









  
  
    
  Not a good book  he should had written a love story book and that would had impressive to all the readers ..........

  
"
8129137429,Renjith R. Nair,5.0 out of 5 stars,"







  
  
    Chetan is a Visionary too
  
",Reviewed in India on 10 October 2015,"









  
  
    
  You will be wondered about the ideas put forwarded by Chetan Bhagat. He proved that he is not only a fictional writer, but a thinker too. As we know her books always preferred to show some practical approaches to life.  This book obviously a sincere mske resulted by his thoughts.  He always adapted a practical approach all over this book. He never try to blame and insult anyone. Clarifying some day to day problems in our country, and suggests some practical solutions. It might not be a great book but surely have some great intentions. Intentions to make our country, India a better place to live.

  
"
8129137429,vishal italiya,2.0 out of 5 stars,"







  
  
    not agree on political view
  
",Reviewed in India on 14 December 2016,"









  
  
    
  not as i expectedwhatever benchmark made by current goverment  is fare good why we r not encourage them. as we no each things need time to happen it. nothing can happen in moment....if we give 50 years to old goverment to change things he cant do anything then why we r asking result from new goverment in just  3 year ???

  
"
8129137429,Niranjan,1.0 out of 5 stars,"







  
  
    Not worth a read
  
",Reviewed in India on 5 October 2015,"









  
  
    
  I bought this book for ₹39/- & guess what it isn't worth that much also. Mr.Chethan Bhagath has disappointed his readers very badly. This isn't his natural stuff.

  
"
8129137429,SANJAY SHAW,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 7 September 2015,"









  
  
    
  Nice thought of Chetan.

  
"
8129137429,Shadhin Sudhershan,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 30 August 2015,"









  
  
    
  GOOD..

  
"
8129137429,Anirban kundu,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 10 September 2015,"









  
  
    
  i know everything about it already.

  
"
8129137429,Dharani Vijayaraghavan,5.0 out of 5 stars,"







  
  
    Insiring
  
",Reviewed in India on 27 August 2015,"









  
  
    
  Reliable stuff.

  
"
8129137429,cb sachin,5.0 out of 5 stars,"







  
  
    If u want to read sumthng realy worthy go for it....
  
",Reviewed in India on 15 September 2015,"









  
  
    
  no words for chetan bhagat..hatsoff..grt8 buk i can say..very well written...best non fiction of the year..

  
"
8129137429,Abhiraj Singh Shekhawat,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 29 August 2015,"









  
  
    
  Pretty good

  
"
8129137429,Byasadev Dash,4.0 out of 5 stars,"







  
  
    Nic book having all d current issues of India about ...
  
",Reviewed in India on 24 August 2015,"









  
  
    
  Nic book having all d current issues of India about which youngster should aware.Chetan Bhagat again proved dat he is a writer of young India....

  
"
8129137429,Subhajit Ta,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 6 April 2016,"









  
  
    
  Use Flipkart and make India awesome :D

  
"
8129137429,pratik,1.0 out of 5 stars,"







  
  
    first boring book
  
",Reviewed in India on 7 September 2015,"









  
  
    
  boring

  
"
8129137429,Murtaza Kharawala,5.0 out of 5 stars,"







  
  
    like it.
  
",Reviewed in India on 3 September 2015,"









  
  
    
  No problems....like it....

  
"
8129137429,rajesh singh sirohiya ,5.0 out of 5 stars,"







  
  
    I totally liked this. hot issues raised and the solutions could ...
  
",Reviewed in India on 5 September 2015,"









  
  
    
  I totally liked this . hot issues raised and the solutions could be find.i enjoyed bhagat's writing thoroughly.. :-)

  
"
8129137429,Pk,4.0 out of 5 stars,"







  
  
    Some of the columns really moved me.A Four star deserved.
  
",Reviewed in India on 22 August 2015,"









  
  
    
  India is a very big democratic country in the world,every Indian citizen got his  right to express his views.In his book Chetan have addressed most complex of problems which our nation facing today and practical solutions to them(from his point of view).I don't understand why people abusing about this book here rather try to debate some serious national problems which we are facing now and come up with your solutions.After all, Chetan made an attempt to MAKE INDIA AWESOME..

  
"
8129137429,ALtaf hossain,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 31 August 2015,"









  
  
    
  Awesome book

  
"
8129137429,Renga,5.0 out of 5 stars,"







  
  
    Good one..
  
",Reviewed in India on 25 August 2015,"









  
  
    
  As usual CB's another best novel.. Non fiction type.

  
"
8129137429,Viju,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 11 September 2015,"









  
  
    
  Profound advice for ""Making India Awesome"" after getting answers from ""What young India wants""?

  
"
8129137429,LucaDD,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 2 September 2015,"









  
  
    
  Perfect condition

  
"
8129137429,Shrey Narang,5.0 out of 5 stars,"







  
  
    Lesson for Modi
  
",Reviewed in India on 23 August 2015,"









  
  
    
  This is the awesome most book our PM should read this.

  
"
8129137429,rajiv,5.0 out of 5 stars,"







  
  
    good deliver in raipur excellent servicer
  
",Reviewed in India on 23 August 2015,"









  
  
    
  i am not expecting they deliver in raipur chhattisgarh in short time

  
"
8129137429,rahul,5.0 out of 5 stars,"







  
  
    Nice
  
",Reviewed in India on 24 August 2015,"









  
  
    
  As expected...Nice work

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    Repeats several points again
  
",Reviewed in India on 22 September 2015,"









  
  
    
  Author seems to be repeating the same points in every other chapter. If you think ""logically"", this book is not for you. Preface is well written but in chapter 2 and 4 author does let you down eventually you stop reading the book.

  
"
8129137429,Anshul,3.0 out of 5 stars,"







  
  
    Chetan Bhagat's attempt (again) to write non-fiction
  
",Reviewed in India on 20 August 2015,"









  
  
    
  After reading this non-fiction book from a famous fiction writer, I really feel that justice was not done to the topic covered. While the author has clearly clustered the solutions to pain points of India, his lack of depth on the topic is clearly observable. Read it for fun (which the topic doesn't demand). Serious readers can give this a skip.

  
"
8129137429,Subashini,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 29 August 2015,"









  
  
    
  really awesome ideas to make india awesome

  
"
8129137429,Pramukh,1.0 out of 5 stars,"







  
  
    Horrible waste of time
  
",Reviewed in India on 21 August 2015,"









  
  
    
  horrible didnt expected like this...its totally waste of time buying this

  
"
8129137429,Arpit G,4.0 out of 5 stars,"







  
  
    Book for all to Read
  
",Reviewed in India on 24 August 2015,"









  
  
    
  The book was delivered in time and in good condition. The print quality is below average but it suits the price.

  
"
8129137429,muhammed sadiq,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 31 August 2015,"









  
  
    
  I felt it interesting

  
"
8129137429,Akhil Reddy,5.0 out of 5 stars,"







  
  
    Sounds Alright !
  
",Reviewed in India on 16 September 2015,"









  
  
    
  This book is only for select audience , selected readers only .  all may not like it .STrengths of this book :1.  Commercial isssues.2.  Few controversial topics, which are quite interesting .3.  The readers feelings  can be felt  while reading ,4. Price  of the book.Drawbacks:1.  Not appealing to all  types of readers.2.  Limited Appeal.3.  Its not that generalized.

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    39 and its still a waste of money
  
",Reviewed in India on 28 May 2016,"









  
  
    
  I got this book @ Rs. 39 and its still a waste of money. If u want to know about India and its issues, chetan bhagat is not the person to ask. This book just a compilation of some lazily written essays with little research on the roots. The author is not qualified to advice our PM about how to behave with other country's leaders.

  
"
8129137429,Vikas,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 7 September 2015,"









  
  
    
  excellent

  
"
8129137429,someswara reddy,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 27 August 2015,"









  
  
    
  nice

  
"
8129137429,Sukhcharan,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 26 August 2015,"









  
  
    
  Good

  
"
